"VPS","PWGTP","fac"
6,209,2
6,120,2
6,249,2
6,21,2
11,40,2
6,115,2
6,104,2
6,138,2
11,68,2
6,79,2
6,117,2
6,204,2
6,74,2
6,127,2
11,236,2
1,17,2
6,45,2
11,99,2
6,18,2
6,110,2
11,11,2
6,264,2
6,49,2
6,36,2
6,37,2
6,61,2
6,16,2
6,55,2
11,133,2
6,314,2
6,37,2
6,54,2
6,129,2
6,32,2
6,81,2
6,115,2
6,58,2
6,177,2
6,13,2
6,65,2
6,109,2
6,49,2
6,121,2
11,133,2
6,37,2
6,63,2
6,21,2
6,18,2
1,209,2
6,129,2
11,19,2
11,19,2
6,233,2
6,100,2
1,85,2
6,25,2
6,47,2
6,45,2
6,43,2
6,266,2
6,70,2
6,48,2
6,25,2
11,18,2
6,22,2
6,26,2
6,28,2
6,125,2
6,208,2
6,119,2
6,41,2
6,112,2
6,230,2
11,43,2
6,49,2
6,73,2
6,212,2
6,87,2
6,99,2
6,24,2
6,45,2
6,20,2
6,21,2
1,42,2
6,52,2
6,80,2
6,79,2
6,81,2
1,233,2
1,422,2
6,40,2
11,122,2
6,36,2
1,225,2
6,160,2
6,118,2
6,15,2
6,76,2
11,19,2
6,22,2
1,119,2
6,44,2
6,34,2
6,51,2
6,255,2
6,240,2
6,34,2
6,35,2
6,54,2
6,137,2
6,21,2
6,114,2
6,62,2
6,34,2
6,146,2
6,20,2
6,27,2
6,25,2
6,5,2
6,205,2
6,25,2
6,143,2
6,31,2
6,21,2
6,129,2
6,70,2
6,108,2
6,78,2
6,140,2
6,29,2
6,27,2
6,64,2
6,15,2
6,34,2
6,185,2
6,22,2
6,35,2
6,79,2
11,100,2
6,129,2
11,60,2
6,22,2
6,22,2
6,9,2
6,17,2
6,181,2
6,116,2
6,23,2
6,20,2
11,111,2
6,185,2
6,151,2
6,464,2
6,119,2
1,56,2
6,22,2
1,103,2
6,50,2
6,57,2
6,88,2
11,234,2
6,31,2
6,109,2
6,44,2
6,21,2
6,138,2
6,75,2
6,17,2
6,23,2
6,50,2
6,144,2
11,28,2
11,56,2
6,40,2
6,21,2
6,31,2
1,192,2
11,18,2
6,163,2
11,56,2
6,85,2
1,124,2
6,57,2
6,43,2
6,19,2
6,142,2
6,21,2
1,32,2
6,20,2
6,187,2
6,19,2
6,22,2
6,209,2
6,18,2
6,30,2
1,37,2
6,26,2
6,150,2
6,16,2
6,33,2
6,92,2
6,18,2
11,33,2
6,34,2
6,68,2
6,22,2
6,176,2
6,24,2
6,26,2
6,22,2
6,84,2
1,152,2
6,31,2
6,55,2
6,272,2
6,32,2
6,64,2
6,15,2
6,24,2
6,66,2
6,123,2
6,112,2
11,16,2
6,36,2
6,22,2
6,33,2
6,26,2
6,135,2
6,37,2
6,38,2
6,150,2
6,69,2
6,31,2
6,18,2
6,28,2
1,60,2
1,160,2
6,26,2
6,50,2
6,40,2
6,14,2
6,80,2
6,82,2
6,88,2
6,26,2
1,146,2
6,242,2
6,300,2
6,156,2
6,117,2
6,98,2
6,32,2
6,25,2
6,56,2
6,146,2
6,22,2
6,21,2
6,59,2
6,28,2
6,12,2
1,290,2
6,140,2
11,20,2
6,237,2
6,50,2
6,72,2
1,28,2
6,115,2
6,23,2
6,124,2
6,66,2
6,15,2
11,17,2
6,40,2
6,54,2
6,78,2
6,79,2
6,154,2
6,63,2
6,54,2
6,105,2
6,327,2
1,11,2
6,84,2
6,49,2
6,116,2
6,46,2
1,86,2
6,40,2
6,31,2
6,55,2
6,241,2
6,319,2
11,18,2
11,72,2
1,22,2
11,11,2
6,106,2
11,42,2
6,79,2
6,39,2
6,67,2
6,82,2
6,74,2
1,84,2
6,49,2
6,126,2
6,167,2
6,88,2
6,327,2
6,80,2
1,59,2
6,137,2
6,152,2
6,62,2
1,696,2
6,58,2
6,69,2
11,76,2
1,59,2
6,185,2
6,130,2
6,57,2
11,54,2
1,95,2
6,119,2
1,108,2
1,220,2
1,152,2
6,45,2
6,35,2
6,51,2
6,67,2
6,109,2
6,53,2
1,208,2
6,47,2
6,283,2
1,37,2
1,104,2
6,71,2
6,117,2
6,107,2
1,72,2
6,124,2
6,112,2
6,72,2
6,106,2
6,65,2
6,59,2
11,112,2
6,130,2
6,177,2
6,91,2
6,65,2
6,91,2
6,43,2
6,86,2
6,422,2
6,92,2
6,200,2
6,145,2
11,16,2
6,90,2
6,169,2
6,51,2
1,121,2
6,95,2
6,87,2
6,57,2
6,15,2
1,63,2
6,21,2
6,17,2
6,23,2
11,18,2
6,50,2
6,100,2
6,118,2
6,37,2
11,43,2
6,133,2
1,98,2
6,163,2
6,233,2
6,192,2
6,66,2
6,40,2
6,99,2
1,215,2
11,27,2
6,99,2
11,62,2
6,38,2
1,37,2
6,46,2
6,104,2
6,157,2
6,92,2
6,112,2
6,24,2
1,51,2
6,74,2
1,51,2
6,75,2
6,92,2
6,18,2
6,54,2
6,187,2
6,58,2
1,318,2
6,17,2
6,26,2
6,34,2
6,141,2
6,35,2
6,142,2
11,126,2
6,95,2
6,72,2
1,51,2
6,21,2
6,79,2
6,41,2
6,59,2
6,233,2
1,270,2
1,365,2
1,28,2
6,122,2
6,62,2
6,53,2
6,86,2
6,133,2
11,108,2
6,74,2
6,99,2
6,16,2
6,64,2
6,45,2
6,87,2
6,46,2
6,69,2
6,87,2
6,56,2
6,13,2
6,67,2
6,92,2
6,171,2
1,52,2
6,14,2
6,226,2
6,61,2
6,54,2
6,52,2
6,86,2
6,106,2
6,106,2
6,102,2
6,66,2
6,88,2
6,54,2
6,61,2
6,89,2
6,49,2
6,57,2
6,127,2
6,119,2
1,158,2
1,103,2
6,62,2
6,107,2
6,63,2
6,93,2
6,30,2
6,67,2
11,75,2
6,84,2
1,71,2
1,19,2
11,82,2
6,41,2
6,62,2
6,103,2
1,335,2
6,222,2
6,91,2
6,102,2
6,116,2
11,63,2
6,42,2
1,39,2
1,208,2
6,267,2
6,152,2
6,40,2
6,69,2
1,151,2
1,300,2
6,44,2
6,59,2
6,79,2
6,43,2
6,33,2
6,70,2
6,40,2
6,119,2
6,176,2
11,73,2
6,49,2
11,27,2
6,10,2
6,71,2
6,7,2
6,40,2
6,15,2
11,5,2
1,73,2
1,168,2
6,95,2
1,62,2
6,34,2
6,99,2
6,37,2
6,136,2
6,98,2
6,80,2
6,77,2
1,36,2
1,56,2
6,274,2
6,48,2
6,75,2
11,53,2
6,90,2
6,98,2
6,30,2
6,106,2
6,89,2
6,89,2
6,115,2
6,88,2
1,207,2
11,94,2
6,388,2
6,68,2
6,93,2
6,41,2
6,12,2
6,85,2
11,17,2
6,50,2
6,14,2
6,46,2
6,61,2
6,101,2
6,38,2
6,92,2
6,123,2
6,87,2
6,81,2
6,136,2
1,39,2
1,135,2
1,58,2
6,22,2
6,95,2
6,25,2
6,31,2
6,61,2
6,202,2
6,77,2
6,124,2
1,334,2
6,60,2
1,46,2
1,10,2
6,131,2
6,48,2
6,26,2
6,20,2
6,40,2
6,81,2
6,262,2
6,28,2
1,112,2
6,84,2
6,19,2
6,32,2
1,13,2
6,16,2
6,123,2
11,79,2
6,52,2
6,195,2
6,13,2
6,143,2
6,117,2
1,97,2
11,11,2
6,72,2
6,59,2
6,116,2
6,140,2
6,343,2
6,106,2
6,77,2
6,65,2
6,77,2
1,16,2
6,196,2
6,82,2
6,165,2
6,162,2
6,83,2
6,17,2
6,105,2
6,384,2
1,133,2
11,113,2
6,66,2
6,109,2
11,64,2
6,76,2
6,101,2
1,296,2
6,72,2
6,130,2
1,194,2
6,75,2
6,84,2
6,119,2
6,11,2
6,67,2
6,25,2
6,26,2
6,84,2
11,70,2
6,83,2
6,74,2
11,76,2
6,196,2
1,84,2
6,40,2
6,125,2
1,76,2
6,65,2
6,19,2
6,148,2
1,122,2
6,148,2
6,22,2
6,56,2
6,75,2
6,87,2
6,201,2
6,17,2
6,70,2
6,75,2
6,79,2
11,454,2
6,13,2
6,24,2
11,45,2
6,22,2
6,36,2
6,34,2
6,16,2
6,70,2
6,77,2
1,79,2
6,63,2
6,90,2
6,119,2
6,44,2
6,50,2
6,140,2
6,272,2
1,33,2
6,76,2
6,13,2
6,109,2
6,57,2
6,31,2
6,435,2
6,62,2
6,14,2
6,76,2
6,98,2
6,154,2
6,81,2
1,145,2
1,165,2
6,72,2
1,102,2
6,8,2
11,38,2
6,18,2
6,44,2
11,34,2
6,102,2
1,40,2
6,46,2
11,75,2
11,17,2
1,122,2
6,25,2
6,14,2
6,422,2
6,141,2
6,23,2
11,71,2
6,138,2
6,14,2
6,145,2
6,33,2
6,221,2
11,60,2
6,80,2
6,83,2
11,81,2
1,21,2
1,137,2
6,70,2
6,10,2
6,153,2
6,107,2
6,288,2
6,31,2
6,38,2
1,184,2
6,14,2
6,120,2
6,73,2
1,66,2
1,115,2
6,16,2
6,121,2
6,383,2
6,95,2
6,98,2
6,56,2
6,63,2
6,143,2
6,34,2
6,90,2
6,76,2
6,82,2
1,117,2
6,80,2
6,77,2
1,120,2
1,170,2
6,95,2
6,26,2
6,28,2
6,108,2
1,147,2
6,135,2
1,173,2
6,15,2
11,111,2
6,94,2
6,14,2
6,34,2
6,125,2
6,68,2
6,39,2
6,68,2
6,31,2
6,28,2
6,21,2
1,78,2
6,19,2
6,41,2
6,71,2
6,96,2
6,19,2
6,137,2
6,59,2
6,352,2
6,12,2
6,29,2
11,59,2
6,29,2
6,111,2
6,64,2
6,148,2
6,67,2
1,404,2
6,77,2
1,58,2
6,57,2
11,118,2
6,58,2
6,100,2
11,93,2
11,113,2
6,44,2
1,151,2
6,18,2
6,104,2
6,78,2
6,41,2
6,157,2
6,41,2
6,55,2
6,77,2
6,86,2
6,41,2
6,148,2
6,31,2
6,60,2
6,68,2
1,111,2
6,88,2
6,32,2
6,79,2
6,34,2
6,156,2
6,25,2
6,145,2
6,62,2
6,57,2
11,43,2
1,31,2
6,108,2
6,12,2
6,46,2
6,181,2
6,248,2
6,23,2
6,116,2
6,26,2
6,9,2
6,100,2
6,91,2
6,49,2
6,32,2
1,61,2
6,256,2
1,139,2
6,80,2
6,47,2
1,95,2
6,14,2
6,81,2
6,117,2
6,33,2
6,158,2
6,81,2
6,115,2
6,42,2
6,61,2
11,101,2
6,118,2
6,31,2
11,74,2
6,32,2
6,67,2
6,81,2
6,32,2
6,23,2
6,86,2
6,103,2
6,218,2
6,24,2
6,47,2
6,228,2
6,153,2
6,77,2
6,130,2
6,134,2
6,147,2
6,235,2
6,11,2
6,212,2
6,30,2
6,10,2
6,55,2
11,207,2
6,13,2
6,149,2
6,138,2
6,47,2
6,32,2
6,97,2
6,68,2
6,104,2
6,468,2
6,12,2
1,97,2
6,170,2
6,118,2
6,128,2
6,118,2
6,141,2
6,105,2
6,89,2
6,113,2
6,116,2
1,152,2
6,128,2
6,111,2
6,116,2
1,57,2
6,58,2
6,139,2
1,37,2
6,111,2
6,36,2
6,19,2
6,114,2
6,70,2
11,93,2
6,49,2
6,108,2
6,52,2
6,28,2
6,157,2
6,74,2
6,22,2
6,124,2
6,42,2
6,71,2
6,60,2
6,142,2
6,77,2
6,54,2
6,90,2
6,13,2
6,62,2
6,60,2
6,100,2
1,100,2
6,77,2
6,124,2
6,12,2
6,50,2
6,39,2
6,87,2
6,113,2
6,81,2
6,83,2
6,54,2
6,52,2
6,98,2
6,225,2
6,69,2
6,148,2
6,22,2
6,72,2
6,128,2
6,94,2
6,94,2
6,94,2
6,81,2
11,102,2
6,21,2
6,82,2
6,61,2
6,99,2
6,154,2
6,91,2
11,84,2
6,40,2
6,33,2
6,26,2
6,16,2
6,102,2
6,13,2
6,15,2
6,121,2
6,50,2
6,36,2
6,56,2
6,116,2
6,18,2
6,30,2
6,32,2
6,86,2
6,69,2
11,74,2
6,72,2
6,83,2
6,24,2
6,36,2
6,141,2
6,25,2
11,87,2
6,18,2
6,28,2
1,30,2
6,216,2
6,33,2
6,80,2
11,23,2
6,133,2
11,59,2
6,75,2
6,84,2
1,87,2
6,149,2
6,55,2
6,19,2
6,92,2
11,24,2
6,85,2
6,70,2
6,158,2
6,48,2
6,67,2
6,162,2
6,96,2
6,170,2
6,75,2
6,48,2
6,51,2
6,257,2
6,104,2
6,56,2
6,127,2
6,18,2
6,66,2
6,119,2
6,14,2
6,66,2
6,30,2
6,80,2
6,23,2
6,28,2
6,31,2
6,19,2
1,142,2
6,321,2
6,129,2
1,166,2
6,83,2
6,25,2
6,98,2
6,136,2
6,20,2
6,86,2
1,76,2
6,9,2
6,61,2
1,125,2
6,14,2
6,22,2
6,120,2
6,11,2
6,135,2
6,254,2
6,52,2
6,203,2
6,134,2
6,195,2
6,232,2
6,145,2
1,313,2
6,46,2
6,11,2
6,22,2
6,131,2
6,82,2
6,14,2
6,57,2
6,26,2
6,123,2
6,9,2
6,161,2
6,160,2
6,71,2
6,14,2
6,118,2
6,54,2
6,28,2
6,130,2
6,31,2
6,107,2
6,51,2
11,92,2
6,44,2
6,87,2
6,13,2
11,67,2
6,66,2
6,133,2
6,84,2
6,222,2
6,193,2
6,172,2
6,126,2
6,26,2
6,101,2
6,66,2
6,54,2
6,48,2
6,196,2
1,484,2
6,85,2
6,104,2
6,46,2
6,128,2
6,79,2
6,72,2
6,68,2
6,33,2
11,150,2
6,75,2
6,32,2
11,17,2
6,117,2
6,68,2
1,82,2
1,33,2
6,42,2
1,36,2
6,247,2
11,70,2
6,161,2
6,158,2
6,24,2
6,186,2
1,88,2
6,124,2
6,141,2
11,25,2
6,36,2
6,27,2
6,13,2
6,76,2
1,85,2
6,52,2
6,73,2
6,87,2
6,144,2
6,110,2
6,65,2
6,16,2
6,24,2
6,78,2
6,114,2
6,58,2
6,99,2
6,77,2
6,26,2
6,20,2
6,23,2
1,187,2
6,26,2
6,89,2
11,96,2
6,51,2
6,15,2
6,83,2
6,128,2
6,171,2
1,45,2
6,80,2
6,128,2
6,144,2
6,194,2
6,175,2
6,24,2
6,156,2
6,135,2
6,74,2
1,31,2
6,67,2
6,82,2
11,29,2
11,24,2
6,62,2
1,109,2
11,210,2
6,102,2
1,129,2
6,71,2
6,61,2
6,32,2
6,69,2
6,74,2
1,141,2
1,341,2
6,160,2
6,124,2
6,149,2
6,81,2
6,102,2
6,148,2
6,36,2
6,10,2
6,83,2
6,12,2
1,44,2
11,214,2
6,116,2
11,17,2
6,93,2
1,11,2
6,46,2
6,153,2
6,23,2
6,19,2
6,34,2
6,51,2
6,29,2
6,104,2
11,146,2
6,13,2
6,69,2
11,14,2
6,12,2
6,82,2
6,45,2
6,70,2
6,222,2
6,13,2
6,144,2
6,106,2
1,244,2
6,70,2
1,504,2
6,121,2
6,76,2
6,44,2
6,165,2
6,63,2
11,5,2
1,212,2
6,24,2
6,17,2
6,45,2
6,73,2
6,105,2
6,78,2
1,104,2
6,76,2
6,11,2
11,24,2
6,112,2
6,98,2
6,264,2
6,92,2
6,84,2
6,81,2
6,70,2
1,145,2
6,71,2
6,46,2
11,155,2
6,76,2
6,312,2
6,114,2
6,13,2
6,151,2
6,17,2
11,101,2
6,101,2
6,83,2
1,35,2
1,94,2
6,161,2
6,42,2
6,34,2
6,397,2
1,306,2
6,59,2
6,65,2
6,141,2
6,45,2
6,95,2
6,90,2
6,407,2
6,29,2
6,95,2
6,277,2
6,124,2
6,51,2
6,70,2
6,229,2
11,74,2
6,93,2
6,455,2
11,275,2
6,58,2
6,31,2
11,19,2
6,36,2
6,125,2
11,151,2
6,91,2
6,182,2
6,92,2
6,68,2
6,81,2
6,125,2
6,35,2
6,261,2
6,87,2
6,229,2
6,98,2
6,47,2
6,81,2
11,95,2
6,103,2
6,78,2
6,49,2
6,62,2
6,26,2
6,52,2
6,174,2
6,143,2
6,48,2
6,214,2
6,39,2
6,326,2
6,30,2
6,85,2
6,22,2
6,125,2
6,96,2
6,31,2
6,83,2
6,72,2
6,99,2
6,73,2
6,53,2
6,31,2
6,122,2
1,129,2
6,160,2
6,49,2
6,136,2
1,250,2
6,47,2
6,278,2
6,82,2
6,157,2
6,120,2
6,62,2
1,59,2
11,83,2
6,32,2
1,155,2
1,71,2
11,200,2
6,11,2
6,45,2
1,144,2
6,14,2
6,310,2
11,35,2
6,171,2
1,38,2
6,41,2
6,88,2
6,42,2
6,114,2
6,36,2
1,53,2
6,51,2
6,48,2
11,99,2
6,20,2
6,45,2
6,131,2
6,46,2
6,86,2
6,59,2
6,132,2
6,69,2
6,94,2
6,62,2
6,203,2
6,73,2
6,29,2
6,12,2
6,64,2
11,110,2
1,31,2
6,118,2
1,89,2
6,90,2
6,36,2
6,156,2
6,29,2
6,20,2
6,16,2
6,13,2
11,98,2
6,163,2
6,17,2
6,12,2
6,31,2
6,27,2
6,42,2
6,17,2
6,21,2
1,349,2
6,39,2
6,83,2
6,50,2
6,155,2
6,64,2
6,66,2
6,14,2
6,43,2
6,136,2
6,52,2
6,32,2
6,18,2
1,62,2
1,18,2
6,16,2
6,101,2
6,78,2
6,17,2
6,189,2
6,12,2
6,66,2
6,51,2
6,90,2
6,97,2
6,22,2
6,159,2
6,45,2
11,24,2
6,101,2
6,38,2
6,113,2
6,96,2
6,94,2
6,52,2
11,30,2
11,138,2
1,65,2
6,65,2
6,30,2
6,111,2
6,13,2
6,27,2
6,46,2
6,62,2
6,83,2
6,56,2
1,78,2
6,103,2
6,35,2
6,21,2
6,16,2
1,100,2
6,127,2
6,105,2
6,23,2
6,54,2
6,59,2
1,126,2
1,143,2
1,304,2
6,95,2
6,23,2
11,98,2
6,148,2
6,93,2
6,26,2
6,181,2
6,189,2
6,14,2
6,54,2
6,23,2
1,134,2
1,38,2
6,39,2
6,122,2
1,61,2
6,17,2
6,19,2
6,11,2
1,135,2
6,8,2
6,88,2
1,371,2
6,102,2
6,24,2
6,67,2
11,121,2
1,158,2
6,43,2
6,36,2
6,80,2
6,92,2
6,50,2
6,107,2
6,92,2
1,96,2
6,42,2
11,100,2
6,206,2
6,359,2
6,27,2
1,124,2
6,99,2
1,56,2
6,84,2
6,25,2
1,188,2
6,25,2
6,70,2
6,120,2
6,18,2
6,25,2
6,9,2
6,163,2
6,116,2
6,90,2
6,71,2
6,109,2
6,119,2
6,326,2
6,57,2
6,51,2
6,57,2
1,134,2
6,281,2
6,383,2
11,7,2
6,79,2
6,18,2
6,131,2
6,62,2
6,42,2
11,197,2
6,134,2
6,110,2
6,55,2
6,125,2
6,61,2
6,40,2
6,57,2
6,63,2
6,53,2
1,43,2
6,38,2
6,169,2
6,71,2
6,54,2
6,68,2
6,114,2
1,66,2
6,92,2
6,76,2
6,64,2
6,70,2
6,162,2
6,92,2
6,130,2
1,61,2
6,80,2
6,56,2
6,63,2
6,49,2
6,75,2
6,40,2
6,72,2
6,294,2
6,64,2
6,56,2
6,161,2
1,34,2
6,56,2
6,64,2
6,109,2
11,60,2
6,80,2
6,101,2
6,89,2
6,52,2
11,146,2
6,56,2
6,116,2
6,54,2
1,374,2
6,55,2
6,57,2
6,60,2
11,37,2
6,412,2
6,63,2
11,72,2
6,113,2
6,68,2
1,369,2
6,125,2
6,55,2
6,79,2
6,120,2
6,67,2
6,156,2
6,236,2
6,102,2
6,68,2
6,127,2
6,59,2
6,72,2
6,65,2
6,101,2
6,58,2
6,44,2
6,70,2
6,111,2
6,105,2
6,133,2
6,84,2
6,60,2
6,131,2
6,58,2
6,37,2
6,41,2
1,58,2
6,52,2
6,54,2
6,125,2
6,60,2
6,97,2
1,262,2
6,41,2
1,70,2
6,134,2
6,103,2
11,67,2
6,36,2
6,110,2
6,29,2
6,58,2
1,63,2
6,15,2
6,205,2
6,62,2
6,101,2
6,112,2
6,73,2
6,59,2
6,53,2
1,202,2
6,57,2
6,109,2
11,54,2
6,161,2
6,74,2
6,117,2
6,62,2
6,116,2
1,32,2
6,343,2
6,61,2
1,62,2
6,61,2
11,63,2
1,59,2
6,67,2
11,59,2
6,75,2
6,88,2
1,82,2
6,109,2
6,60,2
6,33,2
6,60,2
6,51,2
6,72,2
1,70,2
6,25,2
6,59,2
6,62,2
6,50,2
6,46,2
6,52,2
6,65,2
1,36,2
6,58,2
6,69,2
6,77,2
6,113,2
6,61,2
6,33,2
6,63,2
6,118,2
6,92,2
6,50,2
6,46,2
6,93,2
6,121,2
6,72,2
6,139,2
6,40,2
6,49,2
6,70,2
1,138,2
6,72,2
1,67,2
6,62,2
11,39,2
6,45,2
6,14,2
6,108,2
6,55,2
6,92,2
6,45,2
6,133,2
6,110,2
6,55,2
1,148,2
6,79,2
6,90,2
6,99,2
6,65,2
6,103,2
1,70,2
1,394,2
6,61,2
6,60,2
6,32,2
6,111,2
6,109,2
6,49,2
6,51,2
6,41,2
6,113,2
6,108,2
6,90,2
6,84,2
6,139,2
6,36,2
6,62,2
6,12,2
6,113,2
6,41,2
6,64,2
1,74,2
6,31,2
6,59,2
6,55,2
6,144,2
6,99,2
1,108,2
1,61,2
6,53,2
6,63,2
6,54,2
6,64,2
6,44,2
6,70,2
6,51,2
6,41,2
6,73,2
6,50,2
6,92,2
6,85,2
6,53,2
6,56,2
6,65,2
6,19,2
1,79,2
1,155,2
6,59,2
6,55,2
6,46,2
6,79,2
11,62,2
6,141,2
6,211,2
6,120,2
6,55,2
6,73,2
6,72,2
6,50,2
6,51,2
6,34,2
6,104,2
11,9,2
6,104,2
6,39,2
6,47,2
6,58,2
6,111,2
6,53,2
6,32,2
6,14,2
11,59,2
6,72,2
6,54,2
6,344,2
1,86,2
6,110,2
6,84,2
6,94,2
6,67,2
6,101,2
6,57,2
6,37,2
6,153,2
6,57,2
6,105,2
6,39,2
6,43,2
6,103,2
11,69,2
1,33,2
6,71,2
6,60,2
6,63,2
6,69,2
6,7,2
1,72,2
6,35,2
6,93,2
6,60,2
6,89,2
6,33,2
6,57,2
6,37,2
6,34,2
6,99,2
6,9,2
1,97,2
6,21,2
6,60,2
1,201,2
6,66,2
6,205,2
1,96,2
6,56,2
1,117,2
1,60,2
6,77,2
1,106,2
6,110,2
6,59,2
6,74,2
6,16,2
6,23,2
6,30,2
6,58,2
11,65,2
6,55,2
6,61,2
6,79,2
6,36,2
6,35,2
6,71,2
6,78,2
6,100,2
6,53,2
6,70,2
6,38,2
6,73,2
1,116,2
6,45,2
6,133,2
6,156,2
6,38,2
6,57,2
1,267,2
1,393,2
6,20,2
6,19,2
6,69,2
6,156,2
6,91,2
11,69,2
6,85,2
11,28,2
11,54,2
6,79,2
6,103,2
6,234,2
6,35,2
11,108,2
6,82,2
6,61,2
6,112,2
6,132,2
6,20,2
6,152,2
6,79,2
6,19,2
6,64,2
6,491,2
6,106,2
6,71,2
6,233,2
6,33,2
6,69,2
6,20,2
6,26,2
6,24,2
6,89,2
6,61,2
6,23,2
1,84,2
6,26,2
11,34,2
6,29,2
6,48,2
6,71,2
6,134,2
6,135,2
6,84,2
11,97,2
6,27,2
6,125,2
6,50,2
11,136,2
11,103,2
6,171,2
6,66,2
6,32,2
6,73,2
6,132,2
6,81,2
1,96,2
6,76,2
6,22,2
6,12,2
6,25,2
6,22,2
6,214,2
6,66,2
1,126,2
6,66,2
6,54,2
6,28,2
1,101,2
6,84,2
6,16,2
6,128,2
6,76,2
6,26,2
6,88,2
6,22,2
6,169,2
1,133,2
6,40,2
6,68,2
6,72,2
1,266,2
6,71,2
6,131,2
6,37,2
6,80,2
6,52,2
6,121,2
6,32,2
6,101,2
6,83,2
6,48,2
6,132,2
6,23,2
6,52,2
6,10,2
6,88,2
6,76,2
6,53,2
1,79,2
6,130,2
6,80,2
6,208,2
6,25,2
1,75,2
6,112,2
6,79,2
6,92,2
6,134,2
6,80,2
6,133,2
6,52,2
6,22,2
6,28,2
6,34,2
6,85,2
11,114,2
6,122,2
6,130,2
11,9,2
6,26,2
6,40,2
11,88,2
6,124,2
1,31,2
6,25,2
6,26,2
6,68,2
6,26,2
6,73,2
6,211,2
6,247,2
6,96,2
6,48,2
6,131,2
6,82,2
1,269,2
11,114,2
6,74,2
6,53,2
6,76,2
6,78,2
6,93,2
6,148,2
11,17,2
6,85,2
6,36,2
6,106,2
6,78,2
6,61,2
6,82,2
6,75,2
6,94,2
11,110,2
6,63,2
6,43,2
1,128,2
6,69,2
6,28,2
6,191,2
6,26,2
6,111,2
6,134,2
6,66,2
6,79,2
6,60,2
6,159,2
6,24,2
6,84,2
6,70,2
6,106,2
6,60,2
6,73,2
11,72,2
6,51,2
6,80,2
6,71,2
11,99,2
11,107,2
6,40,2
6,62,2
6,68,2
6,33,2
6,122,2
6,146,2
6,128,2
6,101,2
11,60,2
6,55,2
6,146,2
6,84,2
6,60,2
6,83,2
6,78,2
6,55,2
11,59,2
6,99,2
11,54,2
1,123,2
6,77,2
11,181,2
11,68,2
11,24,2
6,51,2
6,71,2
1,154,2
6,58,2
6,97,2
6,64,2
6,37,2
6,62,2
1,98,2
6,98,2
6,66,2
6,70,2
6,133,2
6,151,2
1,25,2
6,81,2
6,125,2
6,80,2
6,22,2
6,79,2
6,61,2
6,38,2
6,64,2
6,76,2
1,80,2
6,55,2
6,136,2
6,77,2
6,104,2
6,116,2
6,85,2
6,81,2
6,98,2
6,98,2
1,37,2
6,73,2
6,26,2
6,75,2
6,98,2
6,929,2
6,58,2
6,51,2
6,47,2
6,65,2
6,53,2
6,53,2
6,38,2
6,72,2
6,127,2
6,43,2
6,60,2
1,116,2
6,23,2
6,60,2
6,125,2
1,146,2
6,69,2
6,116,2
11,82,2
6,92,2
6,326,2
6,90,2
1,65,2
6,57,2
6,112,2
6,93,2
11,226,2
6,100,2
6,108,2
11,176,2
6,154,2
6,332,2
6,63,2
6,15,2
6,118,2
11,97,2
6,111,2
6,67,2
6,42,2
6,107,2
6,70,2
6,122,2
6,67,2
6,54,2
6,58,2
6,99,2
6,86,2
6,120,2
6,69,2
6,49,2
11,108,2
6,68,2
6,72,2
6,130,2
6,23,2
6,72,2
11,217,2
6,64,2
1,58,2
6,70,2
6,84,2
11,36,2
6,210,2
6,217,2
6,83,2
1,48,2
6,117,2
6,135,2
11,102,2
6,84,2
6,110,2
6,25,2
6,61,2
6,46,2
6,163,2
6,321,2
6,124,2
6,62,2
6,103,2
6,28,2
6,85,2
6,61,2
6,76,2
6,50,2
6,108,2
6,96,2
6,54,2
6,51,2
11,42,2
6,43,2
6,61,2
6,55,2
6,64,2
6,63,2
6,54,2
6,63,2
1,122,2
6,59,2
6,40,2
6,69,2
6,121,2
6,90,2
6,23,2
6,57,2
6,57,2
6,41,2
6,145,2
6,66,2
11,64,2
6,138,2
6,137,2
6,149,2
6,64,2
6,66,2
1,87,2
6,49,2
6,131,2
6,41,2
6,38,2
6,67,2
6,55,2
6,141,2
6,68,2
11,56,2
6,92,2
6,52,2
6,88,2
6,53,2
11,61,2
6,102,2
6,61,2
6,89,2
1,80,2
6,98,2
6,72,2
6,140,2
6,66,2
6,141,2
6,57,2
11,62,2
6,42,2
6,67,2
6,69,2
1,54,2
6,118,2
6,43,2
11,148,2
6,150,2
6,201,2
11,136,2
6,69,2
6,43,2
6,28,2
6,66,2
1,148,2
6,291,2
11,62,2
6,66,2
6,9,2
1,103,2
6,66,2
1,140,2
6,86,2
6,132,2
1,29,2
6,72,2
6,132,2
6,68,2
6,10,2
6,87,2
6,103,2
6,23,2
11,49,2
6,79,2
6,90,2
11,90,2
6,69,2
6,88,2
6,135,2
6,90,2
6,154,2
6,87,2
11,25,2
6,95,2
6,115,2
6,78,2
6,60,2
6,157,2
6,114,2
6,23,2
6,60,2
6,60,2
6,54,2
6,154,2
6,79,2
6,114,2
6,58,2
6,112,2
6,21,2
11,51,2
6,96,2
6,55,2
1,91,2
1,28,2
6,51,2
6,53,2
6,124,2
6,12,2
6,84,2
6,124,2
6,124,2
6,34,2
11,146,2
6,119,2
6,19,2
1,221,2
6,127,2
6,121,2
1,110,2
6,16,2
11,97,2
